,MAL_ID,Name,Score,Genres,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1,SequelName,HasSequel,isManga,4-koma manga,Book,Card game,Digital manga,Game,Light novel,Manga,Music,Novel,Original,Other,Picture book,Radio,Unknown,Visual novel,Web manga
81,102,Aishiteruze Baby★★,800,"Comedy, Drama, Romance, Shoujo",Unknown,愛してるぜ ベイベ★★,TV,26,"Apr 3, 2004 to Oct 9, 2004",Spring 2004,"Animax, Toei Video, Sunny Side Up",Unknown,TMS Entertainment,Manga,25 min. per ep.,PG-13 - Teens 13 or older,1634,1529,89533,571,3772,59770,4008,4946,17037,4497.0,7282.0,12321.0,12618.0,6389.0,3227.0,1069.0,426.0,187.0,180.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
82,103,Akazukin Chacha,800,"Adventure, Comedy, Fantasy, Magic, Romance, Shoujo",Red Riding Hood Chacha,赤ずきんチャチャ,TV,74,"Jan 7, 1994 to Jun 30, 1995",Winter 1994,"Nihon Ad Systems, Shueisha",Unknown,Gallop,Manga,24 min. per ep.,G - All Ages,1941,4551,12006,88,691,5140,993,994,4188,407.0,578.0,1068.0,1283.0,664.0,379.0,76.0,28.0,18.0,16.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
83,104,Ayashi no Ceres,800,"Adventure, Comedy, Horror, Psychological, Supernatural, Drama, Romance, Shoujo","Ceres, Celestial Legend",妖しのセレス,TV,24,"Apr 20, 2000 to Sep 28, 2000",Spring 2000,Bandai Visual,"VIZ Media, Discotek Media",Studio Pierrot,Manga,21 min. per ep.,R - 17+ (violence & profanity),2641,2182,53189,535,2099,31162,2479,3400,14049,2450.0,3244.0,5415.0,6299.0,3891.0,2210.0,923.0,322.0,216.0,149.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
84,105,Boys Be...,700,"Slice of Life, Comedy, Romance, Shounen",Boys Be...,ボーイズ・ビー,TV,13,"Apr 11, 2000 to Jul 4, 2000",Spring 2000,Unknown,Nozomi Entertainment,Hal Film Maker,Manga,23 min. per ep.,PG-13 - Teens 13 or older,6088,3665,20032,41,768,10371,809,1385,6699,293.0,487.0,1201.0,2242.0,1965.0,1301.0,521.0,206.0,135.0,95.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
85,106,Hana yori Dango,800,"Drama, Romance, School, Shoujo",Hana Yori Dango,花より男子,TV,51,"Sep 8, 1996 to Aug 31, 1997",Fall 1996,Unknown,"VIZ Media, Discotek Media",Toei Animation,Manga,25 min. per ep.,PG-13 - Teens 13 or older,1027,2293,48623,762,2502,25257,2178,2974,15712,3054.0,3590.0,4926.0,4575.0,2356.0,1150.0,531.0,184.0,131.0,125.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
86,107,Ou Dorobou Jing,800,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Jing:King of Bandits,王ドロボウ JING,TV,13,"May 15, 2002 to Aug 14, 2002",Spring 2002,Aniplex,ADV Films,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2625,2817,32988,210,1343,16532,1452,1714,11947,1207.0,1611.0,2900.0,3598.0,2020.0,1075.0,433.0,186.0,101.0,56.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
88,109,Bakuretsu Tenshi,700,"Adventure, Comedy, Mecha, Sci-Fi",Burst Angel,爆裂天使,TV,24,"Apr 7, 2004 to Sep 15, 2004",Spring 2004,"GDH, TV Asahi, Imagica",Funimation,Gonzo,Original,23 min. per ep.,PG-13 - Teens 13 or older,4381,1965,62106,257,2789,34321,3539,4492,16965,1383.0,2510.0,5383.0,8232.0,5547.0,3386.0,1514.0,575.0,283.0,185.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
89,110,Chuuka Ichiban!,800,"Action, Comedy, Drama, Shounen",Unknown,中華一番,TV,52,"Apr 27, 1997 to Sep 13, 1998",Spring 1997,Unknown,Unknown,Nippon Animation,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1195,4086,15608,107,990,8203,837,817,4761,653.0,1051.0,1978.0,1930.0,768.0,313.0,85.0,29.0,12.0,26.0,Shin Chuuka Ichiban!,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
90,111,Corrector Yui,700,"Sci-Fi, Adventure, Comedy, Magic",Corrector Yui,コレクター・ユイ,TV,52,"Apr 9, 1999 to Oct 20, 2000",Spring 1999,"NHK, Studio Tron",VIZ Media,Nippon Animation,Original,25 min. per ep.,PG - Children,4318,4519,12222,50,463,6825,661,963,3310,288.0,424.0,929.0,1531.0,1205.0,635.0,217.0,90.0,32.0,29.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
91,112,Chou Henshin Cosprayers,500,"Action, Ecchi, Adventure, Fantasy, Magic, Comedy, Super Power, Sci-Fi",The Cosmopolitan Prayers,超変身コス∞プレイヤー,TV,8,"Jan 12, 2004 to Mar 1, 2004",Winter 2004,m.o.e.,Unknown,"Imagin, Studio Live",Original,14 min. per ep.,PG-13 - Teens 13 or older,10648,5542,7392,5,269,3567,243,568,2745,58.0,65.0,159.0,332.0,474.0,547.0,390.0,306.0,258.0,206.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
92,113,Uchuu no Stellvia,800,"Action, Mecha, Romance, Sci-Fi, Space",Stellvia,宇宙のステルヴィア,TV,26,"Apr 3, 2003 to Sep 25, 2003",Spring 2003,"Starchild Records, TV Tokyo Music","Discotek Media, Geneon Entertainment USA",Xebec,Original,23 min. per ep.,PG-13 - Teens 13 or older,1980,3577,20924,127,820,10722,957,960,7465,602.0,1185.0,2345.0,2383.0,1088.0,624.0,190.0,77.0,32.0,38.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
94,115,El Hazard: The Alternative World,700,"Adventure, Comedy, Fantasy",Unknown,異次元の世界エルハザード,TV,13,"Jan 8, 1998 to Mar 26, 1998",Winter 1998,Pioneer LDC,Geneon Entertainment USA,AIC,Original,25 min. per ep.,PG-13 - Teens 13 or older,4315,4961,9684,10,275,6251,307,352,2499,213.0,339.0,820.0,1383.0,944.0,460.0,158.0,57.0,25.0,19.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
95,116,El Hazard: The Wanderers,700,"Adventure, Comedy, Romance, Fantasy",El-Hazard:The Wanderers,神秘の世界エルハザード,TV,26,"Oct 6, 1995 to Mar 29, 1996",Fall 1995,"TV Tokyo, Geneon Universal Entertainment, SoftX, Pioneer LDC, TV Tokyo Music, Atelier Musa","Nozomi Entertainment, Geneon Entertainment USA",AIC,Original,23 min. per ep.,PG-13 - Teens 13 or older,3735,4198,14603,35,613,8190,628,667,4505,333.0,526.0,1268.0,2070.0,1145.0,604.0,194.0,75.0,28.0,27.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
108,129,Gensoumaden Saiyuuki,800,"Action, Adventure, Comedy, Demons, Drama, Shounen, Supernatural",Saiyuki,幻想魔伝 最遊記,TV,50,"Apr 4, 2000 to Mar 27, 2001",Spring 2000,"TV Tokyo, Dentsu, Group TAC",ADV Films,Studio Pierrot,Manga,23 min. per ep.,R - 17+ (violence & profanity),1315,2359,46228,833,2628,22100,3188,3069,15243,2047.0,2974.0,4914.0,4998.0,2227.0,1164.0,477.0,160.0,95.0,84.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
109,130,Saiyuuki Reload,800,"Action, Adventure, Comedy, Demons, Drama, Josei, Supernatural",Saiyuki Reload,最遊記RELOAD,TV,25,"Oct 2, 2003 to Mar 25, 2004",Fall 2003,Unknown,Geneon Entertainment USA,Studio Pierrot,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1858,3071,28277,116,1224,15616,1186,1189,9062,991.0,1565.0,3008.0,3394.0,1533.0,687.0,239.0,91.0,41.0,44.0,Saiyuuki Reload Gunlock,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
111,132,GetBackers,800,"Action, Comedy, Drama, Mystery, Shounen, Super Power, Supernatural",Getbackers,ゲットバッカーズ　奪還屋,TV,49,"Oct 5, 2002 to Sep 20, 2003",Fall 2002,"TBS, Kodansha, Rondo Robe, Rakuonsha","ADV Films, Sentai Filmworks",Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1249,1339,105139,911,5642,55921,8039,7436,28101,4256.0,7697.0,13542.0,13161.0,5666.0,2726.0,877.0,320.0,136.0,108.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
112,133,Green Green,700,"Comedy, Ecchi, Romance, School, Slice of Life",Green Green,グリーングリーン,TV,12,"Jul 12, 2003 to Sep 27, 2003",Summer 2003,"Pony Canyon, Memory-Tech, Studio Jack",Media Blasters,Studio Matrix,Visual novel,24 min. per ep.,R+ - Mild Nudity,7303,1333,106208,263,2671,79017,2144,5446,16930,2977.0,4121.0,8463.0,13923.0,12367.0,8440.0,4931.0,2663.0,2082.0,1929.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
113,134,Gunslinger Girl,800,"Action, Psychological, Military, Drama, Sci-Fi",Gunslinger Girl,ガンスリンガー・ガール,TV,13,"Oct 9, 2003 to Feb 19, 2004",Fall 2003,"Marvelous, Fuji TV",Funimation,Madhouse,Manga,24 min. per ep.,R - 17+ (violence & profanity),1821,920,161010,1140,6742,82948,7728,8160,55432,5251.0,9781.0,18687.0,18770.0,9310.0,4497.0,1770.0,641.0,294.0,273.0,Gunslinger Girl: Il Teatrino,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
114,135,Hikaru no Go,900,"Comedy, Game, Shounen, Supernatural",Hikaru no Go,ヒカルの碁,TV,75,"Oct 10, 2001 to Mar 26, 2003",Fall 2001,"TV Tokyo, Dentsu, Dream Force",VIZ Media,Studio Pierrot,Manga,23 min. per ep.,PG-13 - Teens 13 or older,400,1287,111164,2186,5480,62705,6454,6700,29825,8488.0,12124.0,15895.0,10584.0,4099.0,1818.0,520.0,171.0,84.0,121.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
115,136,Hunter x Hunter,900,"Action, Adventure, Super Power, Fantasy, Shounen",Hunter x Hunter,HUNTER×HUNTER（ハンター×ハンター）,TV,62,"Oct 16, 1999 to Mar 31, 2001",Fall 1999,Fuji TV,VIZ Media,Nippon Animation,Manga,23 min. per ep.,PG-13 - Teens 13 or older,143,319,416227,9525,28061,260968,15535,15100,96563,47419.0,54430.0,58285.0,30731.0,9392.0,3638.0,1134.0,429.0,258.0,756.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
119,141,Jinki:Extend,700,"Mecha, Sci-Fi",Jinki:Extend,ジンキ・エクステンド,TV,12,"Jan 6, 2005 to Mar 24, 2005",Winter 2005,"TV Asahi, GANSIS","ADV Films, Funimation",feel.,Manga,23 min. per ep.,R - 17+ (violence & profanity),7618,4923,9900,10,420,4784,474,699,3523,95.0,146.0,451.0,957.0,909.0,710.0,314.0,129.0,76.0,46.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
127,149,Loveless,700,"Action, Mystery, Supernatural, Drama, Romance, Fantasy, Josei, Shounen Ai",Loveless,LOVELESS,TV,12,"Apr 7, 2005 to Jun 30, 2005",Spring 2005,"Bandai Visual, TV Asahi, Movic",Media Blasters,J.C.Staff,Manga,24 min. per ep.,PG-13 - Teens 13 or older,4203,1215,121063,1632,4134,81173,4010,8783,22963,5825.0,7084.0,10721.0,14257.0,10659.0,6853.0,3832.0,1732.0,1173.0,1081.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
128,150,Blood+,800,"Action, Military, Mystery, Horror, Supernatural, Drama, Vampire",Blood+,ブラッドプラス,TV,50,"Oct 8, 2005 to Sep 23, 2006",Fall 2005,"Aniplex, Mainichi Broadcasting System",Sony Pictures Entertainment,Production I.G,Original,24 min. per ep.,R - 17+ (violence & profanity),1116,431,317767,4623,17892,163002,20855,20329,95689,16366.0,23972.0,36825.0,34360.0,16234.0,8377.0,3281.0,1140.0,595.0,452.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
130,152,Solty Rei,800,"Action, Sci-Fi, Super Power",Unknown,ソルティレイ,TV,24,"Oct 7, 2005 to Mar 31, 2006",Fall 2005,"AIC, TV Asahi, Sotsu Music Publishing",Funimation,Gonzo,Original,23 min. per ep.,R - 17+ (violence & profanity),2447,3233,25666,124,1098,13419,1462,1473,8214,730.0,1303.0,2914.0,3287.0,1692.0,853.0,286.0,111.0,46.0,37.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
134,156,X,800,"Action, Super Power, Drama, Magic, Romance, Fantasy, Shoujo",X,X−エックス−,TV,24,"Oct 3, 2001 to Mar 27, 2002",Fall 2001,"Bandai Visual, Kadokawa Shoten, d-rights, chara-ani.com","Funimation, Geneon Entertainment USA",Madhouse,Manga,24 min. per ep.,R+ - Mild Nudity,1804,1818,69684,796,2710,39454,3274,3006,21240,3338.0,4772.0,7876.0,8060.0,4254.0,2047.0,893.0,317.0,203.0,138.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
135,157,Mahou Sensei Negima!,700,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Super Power, Supernatural",Negima!,魔法先生 ネギま！,TV,26,"Jan 6, 2005 to Jun 30, 2005",Winter 2005,Starchild Records,"Funimation, Sentai Filmworks",Xebec,Manga,23 min. per ep.,PG-13 - Teens 13 or older,3708,1208,121120,601,5607,74264,5159,7468,28622,3438.0,5581.0,11739.0,16816.0,10244.0,5568.0,2566.0,981.0,524.0,346.0,UQ Holder!: Mahou Sensei Negima! 2,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
136,158,Maria-sama ga Miteru,800,"Slice of Life, Drama, Romance, Shoujo, Shoujo Ai",Maria Watches Over Us,マリア様がみてる,TV,13,"Jan 8, 2004 to Apr 1, 2004",Winter 2004,"Rondo Robe, TV Tokyo Music","Nozomi Entertainment, Maiden Japan",Studio Deen,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,2178,2170,53511,663,2234,22274,1941,2716,24346,1570.0,2405.0,4446.0,4901.0,2611.0,1342.0,521.0,234.0,105.0,142.0,Maria-sama ga Miteru: Haru,Sequel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
137,159,Boukyaku no Senritsu,700,"Adventure, Fantasy, Horror, Mecha, Psychological, Sci-Fi, Shounen, Space, Supernatural",The Melody of Oblivion,忘却の旋律,TV,24,"Apr 7, 2004 to Sep 22, 2004",Spring 2004,"Kadokawa Shoten, TBS, KENMedia",Geneon Entertainment USA,"Gainax, J.C.Staff",Manga,23 min. per ep.,PG-13 - Teens 13 or older,6657,3975,16632,43,785,6788,751,1212,7096,218.0,391.0,731.0,1364.0,1202.0,838.0,464.0,236.0,135.0,90.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
138,160,"Ima, Soko ni Iru Boku",800,"Adventure, Drama, Fantasy, Military, Sci-Fi","Now and Then, Here and There",今、そこにいる僕,TV,13,"Oct 14, 1999 to Jan 20, 2000",Fall 1999,"Victor Entertainment, Pioneer LDC, Rakuonsha",Central Park Media,AIC,Original,25 min. per ep.,R - 17+ (violence & profanity),1140,1309,108100,1018,4451,39741,3252,2434,58222,4012.0,6505.0,9669.0,7286.0,3490.0,1636.0,804.0,376.0,170.0,220.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
140,162,Pita Ten,700,"Comedy, Fantasy, Kids, Romance, School, Shounen",Pita-Ten,ぴたテン,TV,26,"Apr 7, 2002 to Sep 29, 2002",Spring 2002,Broccoli,Nozomi Entertainment,Madhouse,Manga,24 min. per ep.,G - All Ages,3863,3626,20422,104,743,11980,1103,1557,5039,601.0,939.0,1793.0,2671.0,1814.0,1058.0,409.0,165.0,71.0,55.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
141,163,Power Stone,700,"Adventure, Comedy, Fantasy, Historical, Shounen",Unknown,パワーストーン,TV,26,"Apr 3, 1999 to Sep 25, 1999",Spring 1999,Avex Entertainment,ADV Films,Studio Pierrot,Game,20 min. per ep.,PG - Children,6015,5874,6378,20,196,4024,223,447,1488,150.0,182.0,393.0,863.0,763.0,483.0,190.0,65.0,31.0,30.0,,No Sequel,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
143,165,RahXephon,800,"Action, Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi",RahXephon,ラーゼフォン,TV,26,"Jan 21, 2002 to Sep 11, 2002",Winter 2002,"Asatsu DK, Fuji TV",ADV Films,Bones,Original,23 min. per ep.,PG-13 - Teens 13 or older,1820,1395,100343,949,4101,46207,4534,4203,41298,3247.0,5815.0,10129.0,10104.0,4981.0,2400.0,1150.0,424.0,228.0,179.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
144,166,Samurai 7,800,"Historical, Mecha, Samurai, Sci-Fi",Samurai 7,サムライセブン,TV,26,"Jun 12, 2004 to Dec 25, 2004",Summer 2004,"GDH, Sotsu Music Publishing",Funimation,Gonzo,Other,26 min. per ep.,PG-13 - Teens 13 or older,1646,1295,110124,744,4453,67372,4951,4474,28874,4415.0,8054.0,15364.0,16074.0,6890.0,3029.0,1018.0,387.0,167.0,126.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
145,167,Scrapped Princess,800,"Sci-Fi, Adventure, Comedy, Drama, Fantasy, Mecha, Shounen",Scrapped Princess,スクラップド・プリンセス,TV,24,"Apr 8, 2003 to Oct 7, 2003",Spring 2003,"Kadokawa Shoten, A-Line","Funimation, Bandai Entertainment",Bones,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,1861,1637,81917,433,3417,42524,3547,3269,29160,1831.0,4724.0,10148.0,10497.0,4387.0,2085.0,625.0,193.0,92.0,97.0,,No Sequel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
146,168,s.CRY.ed,800,"Action, Sci-Fi, Adventure, Super Power, Drama",s-CRY-ed,スクライド,TV,26,"Jul 4, 2001 to Dec 26, 2001",Summer 2001,Yomiko Advertising,"Bandai Entertainment, Sentai Filmworks, Discotek Media",Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,1969,1787,72311,673,2428,44099,2630,2840,20314,2742.0,4865.0,8857.0,9983.0,4771.0,2331.0,880.0,307.0,163.0,92.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
147,169,Shingetsutan Tsukihime,700,"Action, Horror, Mystery, Romance, Super Power, Supernatural, Vampire",Lunar Legend Tsukihime,真月譚 月姫,TV,12,"Oct 10, 2003 to Dec 26, 2003",Fall 2003,"TBS, Rondo Robe, Movic","Sentai Filmworks, Geneon Entertainment USA",J.C.Staff,Visual novel,24 min. per ep.,R - 17+ (violence & profanity),3970,1086,135721,654,5080,77659,3687,4104,45191,3795.0,6704.0,13229.0,16972.0,9908.0,5351.0,2881.0,1453.0,933.0,895.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
148,170,Slam Dunk,900,"Comedy, Drama, School, Shounen, Sports",Slam Dunk,スラムダンク,TV,101,"Oct 16, 1993 to Mar 23, 1996",Fall 1993,"TV Asahi, Animax","Flatiron Film Company, Geneon Entertainment USA",Toei Animation,Manga,23 min. per ep.,PG-13 - Teens 13 or older,92,728,201203,5471,15530,108713,12179,7862,56919,24041.0,26797.0,25578.0,12645.0,4036.0,1603.0,493.0,215.0,125.0,443.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
149,171,Strange Dawn,700,"Adventure, Drama, Fantasy",Unknown,ストレンジ・ドーン,TV,13,"Jul 11, 2000 to Sep 26, 2000",Summer 2000,Unknown,Urban Vision,Hal Film Maker,Original,23 min. per ep.,PG - Children,6634,7014,4112,7,180,1487,168,205,2072,28.0,58.0,177.0,333.0,293.0,180.0,71.0,28.0,20.0,18.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
150,173,Tactics,800,"Mystery, Comedy, Historical, Demons, Supernatural, Drama, Shounen",Unknown,タクティクス,TV,25,"Oct 6, 2004 to Mar 30, 2005",Fall 2004,"Studio Izena, MediaNet",Manga Entertainment,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2668,2670,36569,184,2144,15626,2413,2272,14114,929.0,1528.0,3007.0,3854.0,2149.0,1192.0,418.0,149.0,56.0,34.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
151,174,Tenjou Tenge,700,"Action, Ecchi, Martial Arts, Comedy, Super Power, School, Shounen",Tenjho Tenge,天上天下,TV,24,"Apr 2, 2004 to Sep 17, 2004",Spring 2004,TV Asahi,"Discotek Media, Geneon Entertainment USA",Madhouse,Manga,23 min. per ep.,R - 17+ (violence & profanity),3911,934,158482,647,7266,100783,6039,8559,35835,4525.0,7930.0,16479.0,23495.0,14073.0,7564.0,3713.0,1556.0,769.0,479.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
152,175,Tokyo Underground,700,"Action, Adventure, Romance, Sci-Fi, Shounen, Super Power",Tokyo Underground,東京アンダーグラウンド,TV,26,"Apr 2, 2002 to Sep 24, 2002",Spring 2002,TV Tokyo Music,"Discotek Media, Geneon Entertainment USA",Studio Pierrot,Manga,25 min. per ep.,PG-13 - Teens 13 or older,5230,3254,25243,41,1335,13386,1350,1740,7432,380.0,675.0,1717.0,3071.0,2310.0,1460.0,547.0,216.0,113.0,70.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
154,177,Tsubasa Chronicle,800,"Action, Adventure, Fantasy, Magic, Romance, Supernatural, Shounen",Tsubasa RESERVoir CHRoNiCLE,ツバサ・クロニクル,TV,26,"Apr 9, 2005 to Oct 15, 2005",Spring 2005,"NHK, Kodansha",Funimation,Bee Train,Manga,25 min. per ep.,PG-13 - Teens 13 or older,1437,759,195978,2284,9373,106909,11295,11986,56415,9325.0,13441.0,22827.0,22477.0,10508.0,5296.0,2054.0,818.0,338.0,272.0,Tsubasa Chronicle 2nd Season,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
155,178,Ultra Maniac,800,"Comedy, Magic, Romance, School, Shoujo",Ultramaniac - Magical Girl,ウルトラマニアック,TV,26,"May 20, 2003 to Nov 11, 2003",Spring 2003,"WAO World, Studio Jack","Discotek Media, Geneon Entertainment USA",Production Reed,Manga,24 min. per ep.,G - All Ages,2871,3103,27718,141,1221,15384,1352,1595,8166,886.0,1372.0,2664.0,3686.0,2002.0,1091.0,320.0,133.0,73.0,44.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
157,180,Vandread,800,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",Vandread,ヴァンドレッド,TV,13,"Oct 3, 2000 to Dec 19, 2000",Fall 2000,"GDH, Dentsu, Media Factory","Funimation, Geneon Entertainment USA",Gonzo,Original,22 min. per ep.,PG-13 - Teens 13 or older,2723,1771,73554,436,2047,53218,1823,2410,14056,2434.0,4688.0,9516.0,12448.0,6101.0,2829.0,1032.0,427.0,236.0,132.0,Vandread: The Second Stage,Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
159,182,Tenkuu no Escaflowne,800,"Adventure, Psychological, Romance, Fantasy, Mecha",The Vision of Escaflowne,天空のエスカフローネ,TV,26,"Apr 2, 1996 to Sep 24, 1996",Spring 1996,"TV Tokyo, Bandai Visual","Funimation, Bandai Entertainment",Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,1037,1157,127239,2086,4987,70674,5094,4211,42273,6311.0,10107.0,16442.0,14572.0,6125.0,2595.0,891.0,320.0,144.0,109.0,,No Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
160,183,Whistle!,800,"School, Shounen, Sports",Unknown,ホイッスル！,TV,39,"May 6, 2002 to Feb 3, 2003",Spring 2002,Marvelous,Unknown,Studio Comet,Manga,24 min. per ep.,G - All Ages,1939,4545,12063,73,542,7300,498,603,3120,452.0,746.0,1505.0,1811.0,765.0,332.0,110.0,42.0,27.0,26.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
161,184,Xenosaga The Animation,700,"Action, Mecha, Sci-Fi, Shounen, Space",Unknown,ゼノサーガ THE ANIMATION,TV,12,"Jan 6, 2005 to Mar 24, 2005",Winter 2005,Happinet Pictures,"ADV Films, Funimation",Toei Animation,Game,23 min. per ep.,PG-13 - Teens 13 or older,6577,3838,17824,46,637,9556,812,1200,5619,282.0,426.0,1041.0,1995.0,1781.0,1191.0,583.0,263.0,116.0,78.0,,No Sequel,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
163,186,Initial D Second Stage,900,"Action, Cars, Drama, Seinen, Sports",Initial D Second Stage,頭文字〈イニシャル〉D SECOND STAGE,TV,13,"Oct 15, 1999 to Jan 21, 2000",Fall 1999,"OB Planning, Fuji TV","Funimation, Tokyopop",Pastel,Manga,23 min. per ep.,PG-13 - Teens 13 or older,391,1095,134642,691,3055,114742,1279,751,14815,12292.0,18903.0,29970.0,17122.0,4454.0,1244.0,293.0,96.0,33.0,62.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
166,189,Love Hina,800,"Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life",Love Hina,ラブひな,TV,24,"Apr 19, 2000 to Sep 27, 2000",Spring 2000,"Production I.G, TV Tokyo, Yomiko Advertising","Funimation, Bandai Entertainment",Xebec,Manga,23 min. per ep.,PG-13 - Teens 13 or older,3037,645,225891,1584,7492,154064,7241,11599,45495,8738.0,14308.0,27588.0,33959.0,19199.0,10492.0,4394.0,1873.0,1072.0,746.0,,No Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
170,193,Maburaho,700,"Comedy, Drama, Ecchi, Harem, Magic, Romance, School",Maburaho,まぶらほ,TV,24,"Oct 14, 2003 to Apr 6, 2004",Fall 2003,"Kadokawa Shoten, KlockWorx, Happinet Pictures, Sony PCL",ADV Films,J.C.Staff,Light novel,24 min. per ep.,R+ - Mild Nudity,4444,1583,85634,259,3675,58233,3065,4208,16453,2426.0,3800.0,8155.0,12682.0,8392.0,5076.0,2221.0,926.0,535.0,297.0,,No Sequel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
